engine_id,actual_rul,baseline_prediction,safety_prediction,baseline_score,safety_score,baseline_error,safety_error,safety_minus_baseline_score
1,22.0,26.969858,24.86895,0.643759205044889,0.3322843016410797,4.969858,2.86895,-0.31147490340380934
2,39.0,41.08888,33.642673,0.23230680379014057,0.5099885062512433,2.0888786,-5.3573265,0.2776817024611027
3,107.0,112.52898,114.474976,0.7382826516745866,1.1117089711408443,5.5289764,7.4749756,0.3734263194662577
4,75.0,83.14654,85.01727,1.258393631589795,1.7229811602551512,8.146538,10.017273,0.46458752866535624
5,149.0,91.03092,98.72338,85.41487722353584,46.81943885813108,-57.969078,-50.27662,-38.59543836540476
6,78.0,78.040405,65.64686,0.0040487012796537325,1.5863346381387964,0.040405273,-12.353142,1.5822859368591426
7,94.0,98.30757,103.827095,0.5384218851584599,1.6716853838422572,4.3075714,9.827095,1.1332634986837973
8,14.0,14.657042,13.729459,0.06791073434222872,0.02102891683598429,0.65704155,-0.2705412,-0.04688181750624443
9,99.0,83.40676,88.41024,2.31839061222815,1.258265204160283,-15.593239,-10.58976,-1.0601254080678668
10,162.0,122.87154,123.05798,19.28500263479986,18.996149671228164,-39.128464,-38.942017,-0.28885296357169565
11,143.0,108.80283,111.64819,12.881420132080649,10.152653301912837,-34.197166,-31.351807,-2.728766830167812
12,7.0,12.544792,9.20101,0.7410340486229283,0.2462025595835715,5.544792,2.2010098,-0.4948314890393568
13,71.0,79.948296,77.60167,1.446918699446833,0.93511533847493,8.948296,6.6016693,-0.511803360971903
14,105.0,113.121574,108.53263,1.2527629489625691,0.42370565979314545,8.121574,3.532631,-0.8290572891694237
15,12.0,23.445024,17.734297,2.140878221013757,0.7743420530463954,11.4450245,5.734297,-1.3665361679673615
16,160.0,118.66481,118.0415,23.037857564987757,24.218483792341427,-41.33519,-41.958504,1.1806262273536703
17,162.0,102.70078,94.23456,94.72488040565888,182.5939085087973,-59.299217,-67.76544,87.86902810313843
18,104.0,99.70234,98.15372,0.3917880598059502,0.5678638279980559,-4.297661,-5.846283,0.17607576819210569
19,194.0,121.28758,123.95417,267.61063903066105,217.79621068320193,-72.71242,-70.04583,-49.81442834745911
20,82.0,91.004456,102.36266,1.4606992478337815,6.661948516328152,9.004456,20.362663,5.2012492684943705
21,91.0,91.19689,96.97389,0.019884288757806123,0.8173678557710777,0.19689178,5.973892,0.7974835670132716
22,11.0,13.346542,13.15343,0.26447148421780975,0.24028724068463925,2.3465424,2.15343,-0.024184243533170502
23,26.0,38.17991,28.230528,2.3803892826479243,0.249886550731796,12.179909,2.2305279,-2.1305027319161285
24,142.0,107.27302,110.265274,13.4588446912667,10.486044371741613,-34.726982,-31.734726,-2.9728003195250867
25,39.0,29.666784,32.367775,1.0502047583190932,0.6655762450234188,-9.333216,-6.632225,-0.3846285132956744
26,92.0,68.844536,84.79559,4.936914486630937,0.740522113966785,-23.155464,-7.2044067,-4.196392372664152
27,76.0,68.35966,72.405075,0.799877613669677,0.3185500510286303,-7.6403427,-3.594925,-0.4813275626410467
28,124.0,119.322426,118.50856,0.43306197558265414,0.5256467944352052,-4.677574,-5.49144,0.0925848188525511
29,64.0,71.96795,67.81357,1.2184192470061723,0.46426998061194635,7.967949,3.813568,-0.754149266394226
30,118.0,108.458015,114.74272,1.083395078168628,0.2847445183599935,-9.541985,-3.2572784,-0.7986505598086344
31,6.0,9.99424,13.294169,0.49096562528731846,1.0738710692122684,3.9942398,7.2941694,0.5829054439249499
32,22.0,27.57796,21.6331,0.7468181029466487,0.028625081030952515,5.577959,-0.3668995,-0.7181930219156962
33,147.0,110.12008,120.102196,16.063078836998915,6.917392059421275,-36.87992,-26.897804,-9.145686777577641
34,126.0,94.1283,91.52291,10.607703347602728,13.183563067723798,-31.871696,-34.47709,2.57585972012107
35,36.0,31.601797,27.411285,0.40259388829703946,0.936089764646842,-4.398203,-8.588715,0.5334958763498026
36,73.0,72.840546,75.60649,0.012341251334262004,0.29777220879539,-0.15945435,2.606491,0.285430957461128
37,89.0,65.945366,69.357254,4.891044944524627,3.5311712463773057,-23.054634,-19.642746,-1.3598736981473216
38,11.0,10.867147,11.346764,0.010271823938120539,0.035284596190328754,-0.13285255,0.3467636,0.025012772252208215
39,151.0,78.13445,81.3745,270.7933651890409,210.83506246322955,-72.86555,-69.6255,-59.958302725811365
40,10.0,17.644669,13.71718,1.1478489606645894,0.45022399702363036,7.6446686,3.7171803,-0.697624963640959
41,97.0,85.06628,78.75676,1.5042235512298427,3.068710754207861,-11.933723,-18.24324,1.5644872029780181
42,30.0,20.194849,16.184801,1.126000220247224,1.8941967389358525,-9.805151,-13.815199,0.7681965186886286
43,42.0,73.410576,72.03366,22.12831412560874,19.153260543332703,31.410576,30.03366,-2.9750535822760362
44,60.0,37.1471,38.078594,4.8003339694027956,4.399260415070397,-22.852901,-21.921406,-0.4010735543323989
45,85.0,93.36035,96.90402,1.30720112624036,2.28840360863902,8.360352,11.904022,0.9812024823986598
46,134.0,105.67722,106.100334,7.834593884366242,7.551683301703159,-28.322777,-27.899666,-0.28291058266308333
47,34.0,36.501736,32.04442,0.2842483026853957,0.1623331936484853,2.5017357,-1.9555817,-0.12191510903691039
48,45.0,46.367928,43.58089,0.14659049889303555,0.11534330821812366,1.3679276,-1.4191093,-0.031247190674911884
49,24.0,31.569386,26.948761,1.1317400111042635,0.34295995380323907,7.5693855,2.948761,-0.7887800573010244
50,86.0,64.06519,65.48332,4.404829104728049,3.8462537750088917,-21.934807,-20.516678,-0.5585753297191571
51,119.0,118.55299,120.05736,0.034983096061098395,0.11152814841199121,-0.44700623,1.0573578,0.07654505235089282
52,151.0,124.41861,122.95021,6.727012734398077,7.651010283472338,-26.58139,-28.04979,0.9239975490742616
53,142.0,123.500374,121.77168,3.149750309837416,3.739939655280553,-18.499626,-20.228317,0.5901893454431368
54,176.0,90.756775,99.810196,703.2765891801699,349.9887458269151,-85.243225,-76.189804,-353.28784335325486
55,157.0,121.55985,122.96841,14.274200826036264,12.70574202559363,-35.440147,-34.031593,-1.5684588004426345
56,67.0,64.8434,59.66222,0.18044605638568134,0.7584708836290261,-2.156601,-7.33778,0.5780248272433448
57,97.0,101.99866,114.83246,0.6484998996502054,4.9491351116743365,4.998657,17.832458,4.300635212024131
58,8.0,5.9704804,7.052829,0.16896283408677504,0.07557921802674694,-2.0295196,-0.9471712,-0.0933836160600281
59,154.0,121.748314,119.38206,10.952003610530035,13.33807631085491,-32.251686,-34.617943,2.386072700324876
60,139.0,113.848206,113.951515,5.922336921013616,5.867543844062041,-25.151794,-25.048485,-0.05479307695157498
61,51.0,33.66376,34.530064,2.794515882315844,2.549895556580743,-17.336239,-16.469936,-0.24462032573510095
62,33.0,30.827965,32.165638,0.1818483746278543,0.06628611961075004,-2.1720352,-0.83436203,-0.11556225501710427
63,184.0,121.18415,120.37912,124.46017882412787,132.4749548231543,-62.81585,-63.62088,8.014775999026426
64,46.0,56.967678,55.815147,1.9944716550489558,1.668495258609068,10.967678,9.815147,-0.32597639643988785
65,12.0,15.79439,12.814708,0.4614644376128414,0.08488151211406136,3.7943897,0.81470776,-0.37658292549878003
66,133.0,97.19334,106.85325,14.710962730691122,6.472940549349824,-35.806664,-26.146751,-8.238022181341298
67,46.0,45.15395,46.368557,0.06724524302482582,0.037543290081333947,-0.84605026,0.36855698,-0.02970195294349187
68,46.0,42.317223,35.309914,0.3274908342612992,1.2757606217384447,-3.6827774,-10.690086,0.9482697874771455
69,12.0,18.41694,17.36785,0.8996963714621509,0.7104986479563975,6.4169407,5.3678493,-0.18919772350575337
70,33.0,37.43629,37.733772,0.5583523451535888,0.60540687284106,4.4362907,4.7337723,0.047054527687471204
71,15.0,21.906855,20.501493,0.9950826198673579,0.7335118905593367,6.9068546,5.5014935,-0.26157072930802117
72,176.0,120.828384,119.85446,68.6839787210454,74.10503225025506,-55.171616,-56.14554,5.421053529209658
73,23.0,38.858784,35.960766,3.883579095208029,2.6549286940599255,15.858784,12.960766,-1.2286504011481036
74,89.0,97.495346,99.239975,1.3385582498368458,1.7843027906253064,8.495346,10.239975,0.4457445407884606
75,124.0,113.37356,112.870316,1.2646463547277227,1.3540319301164767,-10.626442,-11.129684,0.08938557538875402
76,163.0,115.83537,117.01841,36.639281904768566,33.36523371329949,-47.164627,-45.98159,-3.2740481914690776
77,25.0,29.5937,31.035818,0.5830763974150324,0.8286569860057269,4.5937004,6.035818,0.24558058859069454
78,74.0,81.462395,78.73199,1.1090539276906206,0.605120288614915,7.4623947,4.731987,-0.5039336390757057
79,78.0,87.56245,87.22144,1.6019070564858167,1.5146768786579718,9.562447,9.221443,-0.08723017782784481
80,114.0,101.59202,97.76131,1.5972680537408999,2.4873085480476123,-12.407982,-16.238693,0.8900404943067124
81,96.0,121.54277,123.28368,11.861997567301453,14.307889937744639,25.54277,27.283684,2.445892370443186
82,10.0,22.561258,18.55251,2.5117898335676214,1.351964486831529,12.561258,8.552509,-1.1598253467360924
83,172.0,116.51795,116.054794,70.36801849923962,72.95652056953256,-55.482048,-55.945206,2.5885020702929324
84,166.0,123.82167,123.74273,24.648545956043648,24.804768316165983,-42.17833,-42.25727,0.15622236012233515
85,115.0,101.501945,99.98602,1.8244449995278682,2.173773668525038,-13.4980545,-15.013977,0.34932866899716997
86,70.0,51.34187,53.97382,3.20065648448246,2.4307644137075783,-18.65813,-16.02618,-0.7698920707748815
87,94.0,112.12344,116.41893,5.1247893276379,8.411129755004701,18.123444,22.41893,3.2863404273668015
88,56.0,70.95466,67.30974,3.4614144224336254,2.0986725680102056,14.9546585,11.309738,-1.3627418544234198
89,86.0,79.92311,78.47015,0.5959241980278678,0.7846439682967732,-6.076889,-7.529846,0.1887197702689054
90,96.0,81.69589,79.920616,2.005115413213063,2.4448338733974624,-14.304108,-16.079384,0.43971846018439953
91,50.0,43.655533,42.298264,0.6291133921237404,0.8083978099589886,-6.344467,-7.7017365,0.17928441783524818
92,73.0,89.56653,89.71359,4.2417364762397485,4.319393286343668,16.566528,16.713593,0.07765681010391923
93,154.0,121.4508,124.03139,11.228689220505974,9.026964336226655,-32.549202,-29.968613,-2.2017248842793187
94,129.0,120.50422,122.34463,0.9222985109171151,0.6685445841873277,-8.495781,-6.6553726,-0.25375392672978747
95,171.0,118.958565,118.54729,53.77244977935428,55.53297396394451,-52.041435,-52.452713,1.7605241845902242
96,71.0,74.01458,73.44778,0.3518283064622485,0.2773373032951494,3.0145798,2.4477768,-0.07449100316709911
97,105.0,114.321365,110.66743,1.5399300356833798,0.7625166567515873,9.321365,5.667427,-0.7774133789317925
98,113.0,118.65432,118.47456,0.7602079866805731,0.7288498483375119,5.65432,5.4745636,-0.031358138343061226
99,37.0,39.67081,42.528168,0.30614633125147406,0.7381420796907443,2.6708107,5.5281677,0.43199574843927024
100,7.0,17.047802,11.444879,1.731306857792703,0.5596912075949785,10.047802,4.4448786,-1.1716156501977246
101,13.0,17.31575,13.925377,0.5396806306239228,0.09695448412801344,4.31575,0.9253769,-0.44272614649590936
102,22.0,17.215399,16.220999,0.4449088601896747,0.5597702840625081,-4.784601,-5.779001,0.11486142387283338
103,9.0,9.531641,8.070707,0.05460269190446354,0.0741010210357127,0.531641,-0.9292927,0.01949832913124916
104,120.0,120.11759,120.946014,0.011828596821830573,0.09922066289396803,0.11759186,0.9460144,0.08739206607213745
105,100.0,74.109535,72.628815,6.327059047630888,7.21100881690573,-25.890465,-27.371185,0.8839497692748424
106,107.0,67.813156,73.50444,19.37630294990427,12.152100961516311,-39.186844,-33.49556,-7.224201988387961
107,41.0,55.09081,51.791378,3.0921924870980337,1.9421417488122334,14.090809,10.791378,-1.1500507382858003
108,153.0,117.503105,121.60747,14.341021311273554,10.187646524352823,-35.496895,-31.392532,-4.153374786920731
109,126.0,113.99841,120.90544,1.5173304464932036,0.4797736427427961,-12.001587,-5.0945587,-1.0375568037504075
110,59.0,47.744946,46.066288,1.3768436762432592,1.7044563799567816,-11.255054,-12.933712,0.32761270371352236
111,18.0,22.145037,21.07979,0.5136192991637318,0.3606724302126483,4.1450367,3.07979,-0.15294686895108356
112,66.0,113.39259,105.42186,113.34947603922215,50.5311239733308,47.392593,39.42186,-62.818352065891354
113,13.0,19.920305,20.046232,0.9977679357503277,1.0230842883626274,6.9203053,7.046232,0.025316352612299697
114,14.0,24.772911,22.926958,1.9367135241935696,1.4417031507513887,10.772911,8.926958,-0.4950103734421809
115,139.0,106.545296,107.45242,11.140120533485218,10.321874885021925,-32.454704,-31.547577,-0.818245648463293
116,13.0,11.836184,11.279881,0.09365395521988762,0.1414699741574612,-1.1638165,-1.7201195,0.04781601893757359
117,75.0,100.26212,107.78381,11.506047293353168,25.532790559062384,25.262123,32.783813,14.026743265709216
118,8.0,18.016285,11.336913,1.7227121412114328,0.39611211243479394,10.016285,3.336913,-1.3266000287766389
119,109.0,70.1109,72.89188,18.914919275257773,15.079545252324351,-38.8891,-36.108124,-3.835374022933422
120,137.0,87.599915,95.81843,43.70147831590434,22.755479691648134,-49.400085,-41.181572,-20.945998624256205
